tweet_id,tweet_text,corrected_label,informative_content
593198868206133250',RT @XuscaSoleNY: New print available on http://t.co/jnWHW5Id5u! - 'Flowers For Nepal' by Xusca Sole - http://t.co/VwRHVD87Vz,not_related_or_irrelevant,RT @XuscaSoleNY: New print available on http://t.co/jnWHW5Id5u! - 'Flowers For Nepal' by Xusca Sole - http://t.co/VwRHVD87Vz
592674215087763458',"RT @timesofindia: Just in: Fresh tremor of magnitude 5.1 felt in Nepal and India, people rush out of their homes.",other_useful_information,Fresh tremor of magnitude 5.1 felt in Nepal and India
592615023312252928',"RT @SamaritansPurse: Team members from @samaritanspurse U.S., @SPCanada and @SamsPurseUK are enroute to help victims of #NepalEarthquake",rescue_volunteering_and_donation_effort,"Team members from @samaritanspurse U.S., @SPCanada and @SamsPurseUK are enroute to help victims "
592277330174812161',"Hindu. Magnitude-6.7 aftershock hits Nepal, tremors felt across India http://t.co/1EIq6msgkh",other_useful_information,"Magnitude-6.7 aftershock hits Nepal, tremors felt across India"
592292586427133952',"@sue_amandasue Ratna Park, Kathmandu is where 5000+ people r camping since yesterday",affected_people_and_evacuations,"Ratna Park, Kathmandu is where 5000+ people r camping"
593084826065899520',RT @santosct: Displcd Families – 669764 Affected Families – 697237 Fully Damaged HHs – 78413 Partially Damaged HHs – 46408 #EarthquakeNepal…,affected_people_and_evacuations,Displcd Families – 669764 Affected Families
593581818466566144',"RT @brooketitus369: Wendesday may six yoga 11 will be hosting a bake sale to help support the relief efforts in Nepal, come help out cpa!",rescue_volunteering_and_donation_effort,may six yoga 11 will be hosting a bake sale to help support the relief efforts in Nepal
593321685153148928',"Many still missing as toll for Nepal's earthquake tops 5,000 (LA Times) http://t.co/ci85mJ9S1z",affected_people_and_evacuations,Many still missing
592268439277981696',RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1…,infrastructure_and_utilities_damage,cracks are found on Pashupatinath temple
592786388237574145',Fashion designer @prabalgurung is fundraising. #NepalQuake 'Non action is not an option' http://t.co/M0gS8B58ZU http://t.co/vXr9CYjbCq,rescue_volunteering_and_donation_effort,Fashion designer @prabalgurung is fundraising
592852632156405760',"RT @Crae_Fish22: 4,000 + lives lost. Lord in Your mercy hear our prayers. #NepalEarthquake",injured_or_dead_people,"4,000 + lives lost"
592296859982430211',"Nepal's Dharahara Tower destroyed, killing dozens http://t.co/vCSWlVgRma (News) #melbourne #victoria",infrastructure_and_utilities_damage,Nepal's Dharahara Tower destroyed
592339471296831489',RT @UNICEFNZ: The #NepalEarthquake has devastated the region. The children of Nepal need your help urgently: http://t.co/XDrvYl6e9h http://…,rescue_volunteering_and_donation_effort,The children of Nepal need your help urgently
592292935950995456',Jannat' director Kunal Deshmukh 'safe' in quake-hit Nepal - The Indian Express http://t.co/IhZShlcS93,affected_people_and_evacuations,Jannat' director Kunal Deshmukh 'safe' 
592109250366705664',RT @SpokespersonMoD: #NepalEarthquake One C-130J Superhercules aircraft of IAF has just taken off from Hindan with NDRF teams for Kathmandu…,rescue_volunteering_and_donation_effort,One C-130J Superhercules aircraft of IAF has just taken off from Hindan with NDRF teams
592275502255181825',1900 people have been killed in Nepal but people seem to care more about Bruce Jenner and his dumbass decision.,injured_or_dead_people,1900 people have been killed 
592275260994523136',1900 killed in nepal god help them #PakStandsWithNepal,injured_or_dead_people,1900 killed
592275133118717952',UPDATE: Powerful aftershock hits Nepal as aid arrives. http://t.co/b6fV3opq7w,other_useful_information,UPDATE: Powerful aftershock hits Nepal
592274743224578048',Up to 50 Irish citizens in earthquake-stricken Nepal\nhttp://t.co/lZ2K4kE87O http://t.co/kqKUbTVtNa,affected_people_and_evacuations,Up to 50 Irish citizens in earthquake-stricken Nepal
592085013069312001',"RT @RajivPratapRudy: Under 14 Indian girls soccer team trapped in Kathmandu.Talked to .@SushmaSwaraj ji, Embassy organizing immediate evacu…",affected_people_and_evacuations,Under 14 Indian girls soccer team trapped
592342908335820800',"RT @washingtonpost: Death toll from Nepal quake exceeds 2,100 http://t.co/NsQi0f9CSe",injured_or_dead_people,"Death toll from Nepal quake exceeds 2,100"
592695401565822978',"RT @MSF_USA: MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co…",rescue_volunteering_and_donation_effort,MSF sending 8 teams to assist victims
592684424749305856',"Nepal Tragedy: Lenskart Botches, But Indian Telco’s &amp; Startups Extend Genuine Help! (Trakin) http://t.co/HH3mfOi6r2",rescue_volunteering_and_donation_effort,Indian Telco’s &amp; Startups Extend Genuine Help
592828952269463552',Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa,infrastructure_and_utilities_damage,Economic Impact Of Nepal Quake Likely To Be Massive[SEP]the reconstruction at more than $5 bill
592378504097890304',UK gives £5m to help Nepal victims: The UK government is giving £5m to help those affected by the Nepal earthq... http://t.co/DrqxP5feXU,rescue_volunteering_and_donation_effort,UK gives £5m to help Nepal victims: The UK government is giving £5m to help those affected
592302896034615296',"RT @jetairways: #TravelUpdate: Diverted flight 9W 266 will now be operating from Lucknow to Kathmandu via Delhi. ETD at Lucknow- 1730, ETA …",infrastructure_and_utilities_damage,Diverted flight 9W 266 will now be operating
591983017750593536',"RT @ChaplainCoir: #Retweet #PrayForNepal O God, our help is in thy name, relieve #Nepal by granting them thy succor. Let them know of thy p…",not_related_or_irrelevant,"RT @ChaplainCoir: #Retweet #PrayForNepal O God, our help is in thy name, relieve #Nepal by granting them thy succor. Let them know of thy p…"
591933372605181954',Foreign Secretary S Jaishankar: We have already started rescue efforts for the #NepalQuake,rescue_volunteering_and_donation_effort,We have already started rescue efforts
593785562865082368',"RT @nwarikoo: In Nepal,""Israel evacuates surrogate babies, leaves mothers behind."" Gay Israeli couples rent Indian wombs for babies http://…",affected_people_and_evacuations,"evacuates surrogate babies, leaves mothers behind"
592294218397306880',"Hindu. 55 T.S., A.P. tourists evacuated from Kathmandu http://t.co/5hHKofSVfD",affected_people_and_evacuations,"Hindu. 55 T.S., A.P. tourists evacuated "
592087371585179649',"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal",injured_or_dead_people,At least 45 bodies
592700281210720257',Photos: The aftermath of Nepal's deadly earthquake http://t.co/oQMgpBF9IY,other_useful_information,Photos: The aftermath of Nepal's deadly earthquake
593696939276832769',"After Nepal Earthquake, Amitabh Bachchan Writes About His First Trip to the Country: Amitabh Bachchan later shot for films like Khuda...",not_related_or_irrelevant,"After Nepal Earthquake, Amitabh Bachchan Writes About His First Trip to the Country: Amitabh Bachchan later shot for films like Khuda..."
592794354131050496',"Nepal earthquake: Everest cleared, but dozens of Britons still missing http://t.co/JI8WPzQYyB #world",affected_people_and_evacuations,dozens of Britons still missing
592277690985525248',"Aftershock leads to Kathmandu airport closing, flights returning to Delhi \nhttp://t.co/1LztghAeiI",infrastructure_and_utilities_damage,"Kathmandu airport closing, flights returning to Delhi"
591963992651911168',RT @Obremskeet: So huge earthquake in Nepal probably killing over a thousand people and @CNN is talking about Bruce Jenner. #ProblemsWithAm…,injured_or_dead_people,killing over a thousand people
592602156898721792',RT @Lara_Miller: 130 KM from Kathmandu coming from #Pokhara. Road is 100% clear. Lots if devastation in villages tho. #NepalEarthquake,not_related_or_irrelevant,RT @Lara_Miller: 130 KM from Kathmandu coming from #Pokhara. Road is 100% clear. Lots if devastation in villages tho. #NepalEarthquake
592315301947138048',"RT @Ajit_Doval: {ॐ} Exhausted With Political Paralysis :: Feelings Of People In #Nepal , Could Turn Explosive :: If Rescue &amp; Relief Efforts…",not_related_or_irrelevant,"RT @Ajit_Doval: {ॐ} Exhausted With Political Paralysis :: Feelings Of People In #Nepal , Could Turn Explosive :: If Rescue &amp; Relief Efforts…"
592289260507668482',3Novices:Caught on Camera: Hotel Building Collapses in Kathmandu After Earthquake http://t.co/DBK0bId60B A video by a Kathmandu resident …,infrastructure_and_utilities_damage,Hotel Building Collapses
592275188563095552',5 Odisha women footballers safe; returning from Nepal\xa0today http://t.co/sz0BfNwxDt,affected_people_and_evacuations,5 Odisha women footballers safe
592701016472219648',RT @SajTheOne: Thoughts and prayers out to the Nepal earthquake victims ὤFἿC #PrayForNepal,not_related_or_irrelevant,RT @SajTheOne: Thoughts and prayers out to the Nepal earthquake victims ὤFἿC #PrayForNepal
592293565339807745',"Ukrainian foreign ministry: 28 Ukrainians in Nepal contacted, 17 still missing http://t.co/q33toWcxym",affected_people_and_evacuations,"28 Ukrainians in Nepal contacted, 17 still missing"
592382316208500736',@kate_frankie Tragic thinking of the disaster in the mountains right now. :( #NepalQuake #pttravel,not_related_or_irrelevant,@kate_frankie Tragic thinking of the disaster in the mountains right now. :( #NepalQuake #pttravel
592304901541134336',"People clear rubble in #Kathmandu's Durbar Square,UNESCO World Heritage Site that was severely damaged by #earthquake http://t.co/EDxG2VMJNc",infrastructure_and_utilities_damage,UNESCO World Heritage Site that was severely damaged
592343603902423040',"RT @AP: MORE: Powerful, magnitude 6.7 aftershock rattles Kathmandu area of Nepal a day after devastating earthquake: http://t.co/cYwAIya5P1",other_useful_information,"Powerful, magnitude 6.7 aftershock rattles Kathmandu"
592287540167610368',"RT @cnnireport: Power is out in much of the region, but many are sharing their stories online #NepalQuake http://t.co/i3xXbvWLGg http://t.c…",infrastructure_and_utilities_damage,Power is out in much of the region
592701098055598082',RT @iSupportNamo: Amritsar's Golden Temple to send One Lakh food packets per day to Nepal WITHOUT soul harvesting http://t.co/hMSe1nau8n,rescue_volunteering_and_donation_effort,Amritsar's Golden Temple to send One Lakh food packets per day to Nepal
592792978642608128',Facebook Collecting Nepal Earthquake Aid Donations: Facebook was rolling out a donation button Monday for contributions to victims of...,rescue_volunteering_and_donation_effort,Facebook Collecting Nepal Earthquake Aid Donations: Facebook was rolling out a donation button
592283447835500545',.@BobSeger Benefit concert? Kathmandu Nepal hit by major aftershock as search for survivors intensifies http://t.co/XOvhBcz39W #SmartNews,other_useful_information,Kathmandu Nepal hit by major aftershock
592592445650640896',4/25/2015 -- 7.8 magnitude earthquake in Nepal (India / China) -- Earthquake unrest obvious http://t.co/3oUAqPKuN3,other_useful_information,7.8 magnitude earthquake in Nepal
593050803876671488',RT @ibnlive: #NepalQuake | Health experts from Delhi's AIIMS &amp; Safdarjung hospital sent to Nepal,rescue_volunteering_and_donation_effort,Health experts from Delhi's AIIMS &amp; Safdarjung hospital sent to Nepal
592140872084377601',"RT @TODAYonline: Sg to donate S$100,000 seed money to kick-start @SGRedCross appeal for donations http://t.co/Ow5uR1xXJf #NepalQuake http:/…",rescue_volunteering_and_donation_effort,"Sg to donate S$100,000"
593028517413068802',"Quake-hit Nepal 'on war footing': Nepal is on a ""war footing"" as it struggles to meet the overwhelming need fo... http://t.co/sTP3xKA2Df",other_useful_information,"Quake-hit Nepal 'on war footing': Nepal is on a ""war footing"""
592343640267223040',Death toll mounts as Nepal searches for earthquake survivors http://t.co/C4m2G4Vuav,injured_or_dead_people,Death toll mounts
593065466148560896',RT @iVoteForBest: #ModiMinistry Up to 250 missing after avalanche hits Nepal trekking route http://t.co/NKxsMpXxJU,affected_people_and_evacuations,Up to 250 missing
592332085043466240',RT @ImranHSarker: URGENT: Canadian national Julia &amp; Ricky are missing. They were travelling since 6 april &amp; both 6ft tall. #NepalQuake http…,affected_people_and_evacuations,Canadian national Julia &amp; Ricky are missing
593056424747499521',RT @Ryn_writes: I've just donated to the DEC Nepal Earthquake Appeal. You can help too. Please give NOW http://t.co/6J4IHrSFuV,rescue_volunteering_and_donation_effort,I've just donated to the DEC Nepal Earthquake Appeal
592124674861051905',VIDEO: Nepal #earthquake kills dozens in India Via @ap,injured_or_dead_people,kills dozens
592286166134726656',Landslides hamper rescue efforts after Himalaya quake http://t.co/92Tod7IKj0 #NepalQuake #Nepal #Earthquake http://t.co/mtNeOqw9x4,other_useful_information,Landslides hamper rescue efforts
593828012161835008',"Pakistan sends food with beef masala to Nepal, blames Indian media for row: Pakistan on Thursday blamed the In... http://t.co/USUV2e3wz0",rescue_volunteering_and_donation_effort,Pakistan sends food with beef masala to Nepal
593182303393714177',RT @STYLATORARMY: My thoughts and prayers go out to all those affected in Nepal. If you can donate something to help!,not_related_or_irrelevant,My thoughts and prayers go out to all those affected in Nepal. If you can donate something to help!
592275458370052097',"China, Japan Search for Citizens Stranded in Nepal Earthquake",affected_people_and_evacuations,"China, Japan Search for Citizens Stranded"
592663891911516160',"Caritas Nepal: Situation 3 days after quake ""pretty bad"" as death toll rises http://t.co/E8TIxpRCYO",injured_or_dead_people,death toll rises
592171131743776768',"Death toll rises to 1,805 after 7.8 magnitude earthquake devastates Nepal http://t.co/FHy7LNH2vE http://t.co/oXtdTH7aWD",injured_or_dead_people,"Death toll rises to 1,805"
593280424354263040',RT @Write2Fite: ὤFPlease pray &amp; do all you can to help all affected by the #NepalEarthquake ~PLEASE take a moment NOW &amp; pray for HOPE http:/…,not_related_or_irrelevant,Please pray &amp; do all you can to help all affected[SEP]PLEASE take a moment NOW &amp; pray for HOPE http:/…
592655359115952128',@pinedaj87 Write to: NepalEmergencyUSC@state.gov  for questions on U.S. citizens affected #NepalQuake. Or call: 18884074747 or +12025014444,not_related_or_irrelevant,@pinedaj87 Write to: NepalEmergencyUSC@state.gov  for questions on U.S. citizens affected #NepalQuake. Or call: 18884074747 or +12025014444
592259025049268224',RT @rsjaitly: Members of my fam unreachable in #Nepal. Pls share conditions/contacts near Chitwan. RT @DeeptiSharma1: Trying to reach famil…,affected_people_and_evacuations,Members of my fam unreachable
592616965669318658',RT @Abramjee: Gift of the Givers to assist quake-stricken Nepal http://t.co/bjVooKCbwU,not_related_or_irrelevant,RT @Abramjee: Gift of the Givers to assist quake-stricken Nepal http://t.co/bjVooKCbwU
593822006711201792',"RT @RidlrDel: Donate For Nepal and India: SEED,an NGO, providing humanitarian assistance to Earthquake victims. More@ -:http://t.co/8L0zwuB…",rescue_volunteering_and_donation_effort,"Donate For Nepal and India: SEED,an NGO, providing humanitarian assistance to Earthquake victims"
592695939619520513',RT @BritishRedCross: Aftershocks from #NepalQuake means that people are still sleeping outdoors. Rain is predicted for the next three days …,affected_people_and_evacuations,people are still sleeping outdoors
592342226614808576',"RT @KatDavisToGo: ""@ScheuerJo @HelenClarkUNDP Millions of lives and livelihoods affected by #NepalEarthquake #Disaster  https://t.co/wofzyj…",affected_people_and_evacuations,Millions of lives and livelihoods affected
593058900967985152',RT @johnspatricc: → http://t.co/cylaXAtbbr #Nepalearthquake Nepal quake: Death toll passes 4400; fears of devastation in remote areas Nepal…,injured_or_dead_people,Death toll passes 4400
592276164804214785',Dangerous intensity of #Nepalquake -Video shows the moment earthquake hit\nhttp://t.co/adzljZdT7h,other_useful_information,Dangerous intensity of #Nepalquake
592294247627419650',A friend has just been marked safe!! Still waiting to hear from more but at least received some good news!  #nepalearthquake,affected_people_and_evacuations,A friend has just been marked safe
593414211658584064',#NepalEarthquake #helplines for those searching yet.. http://t.co/NL2qO4W5lo,rescue_volunteering_and_donation_effort,#NepalEarthquake #helplines
592657983911366657',"RT @WoodLeonie: Arthur! It's not about buildings! Nepal needs water reticulation, sanitation, food #qanda",rescue_volunteering_and_donation_effort,"Nepal needs water reticulation, sanitation, food"
592260270531051520',"Rt""@Newsweek: In photos: damage from the devastating Nepal earthquake http://t.co/rYn6p3D1bR http://t.co/hZNoYJvg3N",infrastructure_and_utilities_damage,damage from the devastating Nepal earthquake 
592274771703894016',RT @Channel4News: #Nepalearthquake: death toll nears 2000 amid hunt for survivors http://t.co/bjuHoRJhru #c4news http://t.co/17dNcY9tKK,injured_or_dead_people,death toll nears 2000
592263173660610560',Visuals of earthquake destruction in Nepal... http://t.co/5RWxqn8jgR,infrastructure_and_utilities_damage,Visuals of earthquake destruction
593111173890990082',"RT @WFP: In the aftermath of the #NepalQuake, people camp in any space they find. Help #WFP respond: http://t.co/mwZcsqGTAf http://t.co/lxM…",other_useful_information,In the aftermath of the #NepalQuake
592276175956811776',RT @UNOCHA: Latest #data on the #Nepal Earthquake can be found on HDX: https://t.co/zlszm6Npty. #NepalQuake @humdata,other_useful_information,Latest #data on the #Nepal Earthquake
592272783587078144',"RT @cnni: BREAKING: Death toll in massive Nepal earthquake tops 1,800, Home Ministry official tells CNN",injured_or_dead_people,"Death toll in massive Nepal earthquake tops 1,800,"
592308789925289984',"RT @ShujaRabbani: Top Google executive killed in Nepal quake, 100s of foreign tourists missing — RT News http://t.co/wHZYthGZI3 #Nepalquake…",injured_or_dead_people,Top Google executive killed
592404803998916608',RT @techtrends247: Before and after photos of Nepal's landmarks reveal devastating impact of earthquake http://t.co/CYa6wsil3C #tech #trend…,other_useful_information,Before and after photos of Nepal's landmarks
591990346705338368',RT @gauravcsawant: 750 dead in Kathmandu. Lamjung (epicentre) initial reports: more than 100 dead. (India to dispatch additional doctors &amp; …,injured_or_dead_people,750 dead [SEP]more than 100 dead
592332997925343232',"RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…",infrastructure_and_utilities_damage,Dharahara Tower collapsed
592343766029185024',"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…",other_useful_information,Children after Nepal earthquake scared
593164622225539072',RT @DeIics: Over 4000 people died in the Nepal earthquake but no one seems to care about that right now,injured_or_dead_people,Over 4000 people died
592633264810102784',"RT @SwearyLady: My backpacking cousin, last heard from on Wednesday as she headed to Kathmandu, has just phoned home. She's safe. Can't des…",affected_people_and_evacuations,"My backpacking cousin, last heard from on Wednesday as she headed to Kathmandu, has just phoned home. She's safe"
592625242708705280',RT @timesofindia: #NepalEarthquake Emergency numbers are +977 4200-250 and +977 4200-105.,rescue_volunteering_and_donation_effort,Emergency numbers
592277178944991232',Huge aftershock slams Nepal: http://t.co/y6j3Udx7qg,other_useful_information,Huge aftershock slams Nepal
592251795784663040',Videos Show Huge Tremors and Utter Devastation After Earthquake in Nepal https://t.co/6ffpWsRMBs,other_useful_information,Videos Show Huge Tremors and Utter Devastation After Earthquake in Nepal
593060164753870848',#NepalQuake  More than 4600 killed - the government declares three days of mourning     RW,injured_or_dead_people,More than 4600 killed
592306157345067010',RT @abpnewstv: US announces $1 mn emergency assistance for Nepal  http://t.co/a2mSegV62h,rescue_volunteering_and_donation_effort,US announces $1 mn emergency assistance
591975655312478208',RT @EconomicTimes: #NepalQuake: Indian relief aircraft leaves for Nepal from Hindon Airbase (ANI) http://t.co/NW0sZHhbcb,rescue_volunteering_and_donation_effort,Indian relief aircraft leaves for Nepal
592274698089537537',RT @unicefaustralia: Reports of another major aftershock in #Nepal and neighbouring countries. Profoundly stressful times for children in p…,other_useful_information,Reports of another major aftershock in #Nepal and neighbouring countries
592315383706558465',RT @airlivenet: LIVE First IAF aircraft lands at #Kathmandu with relief support from India airport /@tri_anshu http://t.co/IXCUUgmMKg http:…,rescue_volunteering_and_donation_effort,First IAF aircraft lands at #Kathmandu with relief support
598015394490757120',"RT @firstpost: Hum pal, pal, Nepal ke saath hai: Amul's new advert tugs at your heartstrings http://t.co/55fQpva2B2 http://t.co/V0rHzwrk6Y",not_related_or_irrelevant,"RT @firstpost: Hum pal, pal, Nepal ke saath hai: Amul's new advert tugs at your heartstrings http://t.co/55fQpva2B2 http://t.co/V0rHzwrk6Y"
592336650098708480',RT @RohitVBhardwaj: My heart goes out for India and Nepal . Praying for everyone's well being . Condolence for departed souls #RIP http://t…,not_related_or_irrelevant,My heart goes out for India and Nepal . Praying for everyone's well being . Condolence for departed souls #RIP
592248835830779904',RT @EconomicTimes: A damaged road after a powerful earthquake in Kathmandu #NepalQuake http://t.co/jnCOyYEpKO,infrastructure_and_utilities_damage,A damaged road
592281856910954496',Gatorwah: Avalanche strikes Everest base camp after Nepal earthquake http://t.co/hAZMscGry1 via WSJ #everest2015,other_useful_information,Avalanche strikes Everest base camp after Nepal earthquake 
591987116470444032',"8 dead in Mount Everest avalanche after Nepal quake: At least eight people are dead and others missing, follow... http://t.co/8BkTV89604",injured_or_dead_people,8 dead[SEP]At least eight people are dead
592077717719351298',RT @raghaaav: Still hearing from friends and family! Sad to hear Dharara tower is gone. #nepal #NepalEarthquake #earthquake,infrastructure_and_utilities_damage,Dharara tower is gone
592705089472716800',"RT @redheadlefthand: Facebook safety check-in, viber, Google... Technology has stepped in here in nepal to help with search and relief effo…",rescue_volunteering_and_donation_effort,Technology has stepped in here in nepal to help with search and relief
592304340464832512',Testimony : History destroyed  nepal #EarthquakeAgain http://t.co/hHp9lcAncw,infrastructure_and_utilities_damage,History destroyed 
592278033030979584',RT @BJPRajnathSingh: Spoke to CM Uttar Pradesh and Bihar asking them to mobilise a fleet of buses &amp; ambulances to rescue people trapped in …,rescue_volunteering_and_donation_effort,Uttar Pradesh and Bihar asking them to mobilise a fleet of buses &amp; ambulances to rescue people trapped
592275846729224192',"Nepal, India suffer aftershocks of deadly earthquake http://t.co/wLwOl90Rg8",other_useful_information,"Nepal, India suffer aftershocks of deadly earthquake"
592374679874207745',RT @ResNetSH: New blog post: Local Nepal Earthquake Appeal -Video blog http://t.co/Ufdxkhhe7c,other_useful_information,Local Nepal Earthquake Appeal
592279977887936512',Original footage 7.9 Magnitude earthquake in Nepal 2015 http://t.co/qaeFFvK2Qt,other_useful_information,Original footage 7.9 Magnitude earthquake in Nepal 2015 
600504152712564736',"RT @Harry_Styles: To help those affected by the devastating earthquake in Nepal, text: DONATE5 to 70008 and give £5. Thank you @savechildre…",not_related_or_irrelevant,"RT @Harry_Styles: To help those affected by the devastating earthquake in Nepal, text: DONATE5 to 70008 and give £5. Thank you @savechildre…"
592274021657358337',"RT @JeromeTaylor: . @AFP's @robertoindelhi &amp; @akannampilly were at Everest basecamp when #Nepalquake hit. Both safe, but 17 others dead htt…",injured_or_dead_people,17 others dead
592291279519649792',"Piloted by Modi himself.. ask @ANI_news ""@MEAIndia: Returnng home.C17 w/ 225 Indians arrives in Delhi frm Kathmandu. http://t.co/k7iLgSubrM",affected_people_and_evacuations,Returnng home.[SEP]225 Indians arrives in Delhi
592274731220340736',"RT @Saudi_Gazette: #Nepal police official says at least 2,152 are confirmed dead following massive #earthquake. — @AP",injured_or_dead_people,"at least 2,152 are confirmed dead"
592336509660966912',RT @tanujalimaye: #ArtofLiving Nepal Centre providing shelter to 100's of ppl. Volunteers providing food&amp; water#Nepal http://t.co/PURERvbUw…,rescue_volunteering_and_donation_effort,Nepal Centre providing shelter to 100's of ppl. Volunteers providing food&amp; water
592293255221358593',Dharhara tower and renowned Darbar Square in the heart of the capital is now rubble http://t.co/xHMPUdyuBV …,infrastructure_and_utilities_damage,Dharhara tower and renowned Darbar Square in the heart of the capital is now rubble
592875898598256640',"New: Nepal earthquake: death toll climbs past 4,000 with many more missing – rolling report http://t.co/AeHxWbQ8J1 #follow Go to … world_…",injured_or_dead_people,"death toll climbs past 4,000"
592681522446147586',RT @ChannelNewsAsia: Building collapses in Kathmandu on day of #NepalQuake (Video: So Nan Tsai Jen) http://t.co/dxzhZYHUDB,infrastructure_and_utilities_damage,Building collapses
593082487246426112',There r rumors dat @akshaykumar is donating 1st day collection of his upcoming movie #GabbarIsBack  #NepalQuakeRelief http://t.co/F3izGAwFs9,rescue_volunteering_and_donation_effort,dat @akshaykumar is donating 1st day collection of his upcoming movie
592269682486415360',"#Kathmandu Airport closed for landings #Aftershocks .#CA408, #THA320, just took off #QR646, #KA104 all holding. http://t.co/ODQ86GvbXh",infrastructure_and_utilities_damage,#Kathmandu Airport closed for landings 
592282466016165888',Netanyahu Holds Update on the Situation in Nepal http://t.co/RCFZB7m1oo,other_useful_information,Update on the Situation in Nepal
592250646662774784',"RT @InfoMumbai: A famous nepalese tagline ""म मरे पनि मेरो देश बांची रहोस"" I'll die but my country will shine all over ὢA  #NepalEarthquake #…",not_related_or_irrelevant,"RT @InfoMumbai: A famous nepalese tagline ""म मरे पनि मेरो देश बांची रहोस"" I'll die but my country will shine all over ὢA  #NepalEarthquake #…"
592275762255831040',RT @CP24: Magnitude 6.7 aftershock hits Nepal one day after deadly earthquake http://t.co/edIhNYiJK9 http://t.co/sWHAfoT3VB,other_useful_information,Magnitude 6.7 aftershock hits Nepal 
592280051112136704',"News from Nepal; out of 28 missing, PCR traces 25 http://t.co/hYuhGFMdsm #Kashmir",affected_people_and_evacuations,out of 28 missing[SEP]traces 25 
593771424143147008',LIVE footage of earthquake in Kathmandu https://t.co/aZ5lccor4V via @YouTube You should definitely see this!!! #LiteralGoosebumps :( :(,other_useful_information,LIVE footage of earthquake in Kathmandu
592285080933937152',Nepal earthquake: Live Report http://t.co/lldRrV1PSG via @YahooNews,other_useful_information,Nepal earthquake: Live Report
593802112397606914',RT @UNICEF_uk: Millions of children in danger after #NepalEarthquake - Text NEPAL to 70123 to donate £5 T&amp;Cs: http://t.co/SlVO60gbFU http:/…,affected_people_and_evacuations,Millions of children in danger
592344932188233728',RT @TranslatorsWB: Do you speak Nepalese or Bhasa? If so please join our crisis response team for Nepal earthquake. Email rebecca@translato…,not_related_or_irrelevant,RT @TranslatorsWB: Do you speak Nepalese or Bhasa? If so please join our crisis response team for Nepal earthquake. Email rebecca@translato…
593391071364714496',Akshay Kumar: Gabbar Is Back Earnings for Nepal Not My Call http://t.co/HJA5ox4CQG,not_related_or_irrelevant,Akshay Kumar: Gabbar Is Back Earnings for Nepal Not My Call http://t.co/HJA5ox4CQG
592253471052599296',RT @bikramkawan: Unesco Heritage site #bhaktapur before and after #earthquake in #nepal #EarthquakeInNepal @mashable @bbcnepali @CNN http:/…,other_useful_information,Unesco Heritage site #bhaktapur before and after #earthquake
593818357171933185',RT @AP: The latest on Nepal earthquake: Dozens arrested for looting and spreading rumors about impending big quake http://t.co/pllrMZOXrT,other_useful_information,The latest on Nepal earthquake
592281448088006656',"3Novices:Jannat Director Kunal Deshmukh 'Safe' in Quake-Hit Nepal ""Just talked to Kunal &amp; Sonali. They r both sitting on the Kathmandu runw…",affected_people_and_evacuations,Jannat Director Kunal Deshmukh 'Safe'
592285735807385600',RT @dineshakula: #nepal still not stable. #earthquake fury is on. Airport closed after another hit. http://t.co/qjwUbV05fz,infrastructure_and_utilities_damage,Airport closed
592779160344465410',"RT @rks196: @PMOlndia Due to shortage of hotels&amp;food in Nepal no,. of journalists,photographers etc shld be restricted in Nepal,Govt shld c…",not_related_or_irrelevant,"RT @rks196: @PMOlndia Due to shortage of hotels&amp;food in Nepal no,. of journalists,photographers etc shld be restricted in Nepal,Govt shld c…"
592815232323624960',@manjushreethapa Thanks. Have those details. Our thoughts also with the people of Nepal.,not_related_or_irrelevant,Our thoughts also with the people of Nepal
592298660936994816',"May Almighty Allah give strength to People of Nepal after #NepalEarthquake, MKA Ireland is praying for them and the rescue teams.",not_related_or_irrelevant,"May Almighty Allah give strength to People of Nepal after #NepalEarthquake, MKA Ireland is praying for them and the rescue teams."
593832044565831680',"RT @prabhasp: How can you use maps to co-ordinate #Nepalquake relief: http://t.co/3CZ5ooDByo This is important, please help share. @KTMLivi…",not_related_or_irrelevant,"RT @prabhasp: How can you use maps to co-ordinate #Nepalquake relief: http://t.co/3CZ5ooDByo This is important, please help share. @KTMLivi…"
592160377519017984',RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…,injured_or_dead_people,over 2000 dead
593349482806251520',RT @siobhanheanue: Here's the scene in Bhaktapur right now #NepalEarthquake http://t.co/O1wJAvQT1G,not_related_or_irrelevant,RT @siobhanheanue: Here's the scene in Bhaktapur right now #NepalEarthquake http://t.co/O1wJAvQT1G
