text	label_p1	label_p2	rationale_label
"RT @kathmandupost: A woman helps her son get across a crack caused by Saturday's #Nepalquake at Lokanthali, Bhaktapur. http://t.co/1Vj5uNh8…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	a woman helps her son get across a crack 
"Thousands volunteer to scour satellite images of Nepal earthquake: More than 4,500 people have volunteered to examine 14,000 square k..."	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	thousands volunteer  _sep_exp_token_ more than 4,500 people have volunteered 
Survivors pulled from rubble day after Nepal quake - video http://t.co/YrG0aS2i8q Network Front | The Guardian Emergency workers in Kathm…	affected_people_and_evacuations	affected_people_and_evacuations	survivors pulled from rubble 
"RT @thetribunechd: Strong 6.7-magnitude aftershock jolts #Nepal; death toll crosses 2,000; over 5,000 injured \nhttp://t.co/R0L5wv5I68 http:…"	injured_or_dead_people	injured_or_dead_people	death toll crosses 2,000 ; over 5,000 injured 
Deadly Earthquake in Nepal http://t.co/ci9u4QsC3B	other_useful_information	other_useful_information	deadly earthquake in nepal
RT @decappeal: 5.3m people affected by #NepalQuake. Please give and help them &gt;&gt; http://t.co/r3o1X0I5Wd	affected_people_and_evacuations	affected_people_and_evacuations	5.3 m people affected 
"Nepal quake: Michelle Yeoh, husband Jean Todt among those stranded http://t.co/cGCQqAsAj7"	affected_people_and_evacuations	affected_people_and_evacuations	michelle yeoh , husband jean todt among those stranded
RT @decappeal: 3500+ killed in #Nepal's deadliest earthquake for more than 80 years. Please give via http://t.co/r3o1X0I5Wd #NepalQuake #Ch…	injured_or_dead_people	injured_or_dead_people	3500 + killed 
RT pallavibasu: Kathmandu airport reopens #NepalQuake ibnlive	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu airport reopens 
RT @CNBCnow: JUST IN: Google says one of its engineers killed in Everest avalanche triggered by Nepal quake http://t.co/f3BYyrbLM3 http://t…	injured_or_dead_people	injured_or_dead_people	one of its engineers killed 
A friend has just been marked safe!! Still waiting to hear from more but at least received some good news!  #nepalearthquake	affected_people_and_evacuations	affected_people_and_evacuations	a friend has just been marked safe 
RT @Sudhks: We know u won't let our hopes and heads down. #ThankYouPM #SaviourPM #IndiaWithNepal #NepalEarthquake http://t.co/zGesu0WZCt	not_related_or_irrelevant	not_related_or_irrelevant	we know u wo n't let our hopes and heads down . #thankyoupm #saviourpm #indiawithnepal #nepalearthquake
RT @siobhanheanue: Crowds gather as a handful of rescuers dig through rubble of collapsed residential building by hand #NepalQuake http://t…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	crowds gather as a handful of rescuers dig 
Someone give this man a reward!! https://t.co/5KOighVqdo	not_related_or_irrelevant	not_related_or_irrelevant	someone give this man a reward ! !
RT @nytimes: He arrived in Nepal in 1975 as a 20-year-old Peace Corps volunteer. His photos present a timeless portrait of Nepal http://t.c…	not_related_or_irrelevant	not_related_or_irrelevant	he arrived in nepal in 1975 as a 20 - year-old peace corps volunteer . his photos present a timeless portrait of nepal
"RAW FOOTAGE Powerfull Earthquake 7.9 M in Kathmandu, NEPAL  http://t.co/uIheRBgduL"	other_useful_information	other_useful_information	raw footage powerfull earthquake 7.9 m in kathmandu  _sep_exp_token_ nepal
RT @Outlookindia: India's Response Was Like Extending a Blank Cheque: Nepal | http://t.co/ifsk0OrPSe | Outlook Wires	not_related_or_irrelevant	not_related_or_irrelevant	india 's response was like extending a blank cheque : nepal | | outlook wires
Nepal's Stories of Loss Include a Mother Pulling Out Her Young Children's Bodies #Nepal #Mt Everest #Eartquake http://t.co/4C6GNvl1k9	not_related_or_irrelevant	not_related_or_irrelevant	nepal 's stories of loss include a mother pulling out her young children 's bodies #nepal #mt everest #eartquake
"RT @RajivPratapRudy: Under 14 Indian girls soccer team trapped in Kathmandu.Talked to .@SushmaSwaraj ji, Embassy organizing immediate evacu…"	affected_people_and_evacuations	affected_people_and_evacuations	under 14 indian girls soccer team trapped 
The death toll in the #NepalEarthquake has risen to more than 2000. OH MY ὣ1	injured_or_dead_people	injured_or_dead_people	the death toll in the #nepalearthquake has risen to more than 2000 
RT @ani23021977: #NepalQuake my family is stucked In tato paani in Nepal name is Aditya bhargava and sanjay bhargava mobi no +9779801122921	affected_people_and_evacuations	affected_people_and_evacuations	my family is stucked 
RT @flightradar24: Kathmandu Airport is closed for landings right now. Several flights are holding http://t.co/9gwPfBcIsH http://t.co/xye16…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu airport is closed for landings right now . several flights are holding
Search for Nepal earthquake survivors intensifies http://t.co/630VkB2Eju	affected_people_and_evacuations	affected_people_and_evacuations	search for nepal earthquake survivors
Shattered Historic Sites Could Ruin Nepal Economy http://t.co/d423xROi32 via @Easy_Branches #easybranches http://t.co/bXBF0h7Cny	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	shattered historic sites could ruin nepal economy 
A French Spiderman scales #MontparnasseTower for Nepal! #TheLocalFrance #PrayForNepal #Paris https://t.co/J8MPHPEDqX	not_related_or_irrelevant	not_related_or_irrelevant	a french spiderman scales #montparnassetower for nepal ! #thelocalfrance #prayfornepal #paris
"RT @nearthebeach: @billyeichner My nephew Joshua Edwards, 19, is missing in Nepal. We have not heard from him. Would you kindly RT? Pls htt…"	affected_people_and_evacuations	affected_people_and_evacuations	my nephew joshua edwards , 19 , is missing 
Ouch!!! Burnol moment for AAPturds https://t.co/IJi7CPcVjo	not_related_or_irrelevant	not_related_or_irrelevant	ouch ! ! ! burnol moment for aapturds
"Nepal’s hospitals are so overwhelmed, CNN reporter &amp; surgeon drsanjaygupta stepped into help http://t.co/DlMF9ArSqg http://t.co/I3yped5V4J"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	nepals hospitals are so overwhelmed 
@timesofindia @meaindia :Not only Indians but who ever wants shelter from Nepal migrants to be kept in rehabilitation camps.	affected_people_and_evacuations	affected_people_and_evacuations	migrants to be kept in rehabilitation camps
Caught on Camera: Hotel Building Collapses in Kathmandu After Earthquake http://t.co/zVduWdXOwD via @ndtv	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	hotel building collapses 
#Nepal relief efforts... #CBF partners with trusted local agencies and field personnel already working there http://t.co/X2M6xr8sPA	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#nepal relief efforts ... #cbf partners with trusted local agencies and field personnel already working there
RT @noconversion: Xtians Pastor arriving in Nepal r happy to see destruction asking not to rebuilt Temples  @SushmaSwaraj  @MEAIndia  https…	not_related_or_irrelevant	not_related_or_irrelevant	xtians pastor arriving in nepal r happy to see destruction asking not to rebuilt temples
"Rescue plane reaches Kathmandu with avalanche-affected: The earthquake killed more than 1,900 people including... http://t.co/xx1dWAYLBx"	injured_or_dead_people	injured_or_dead_people	killed more than 1,900 people 
"RT @MEAIndia: #IndiaWithNepal 22 tonnes of food packets, 120 large oxygen cylinders moved yesterday. More enroute today morning. http://t.c…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	22 tonnes of food packets , 120 large oxygen cylinders moved 
RT @ameesha_patel: My prayers with  all in Nepal . Hope the earthquake does not leave too many casualties. Prayers w nepal	not_related_or_irrelevant	not_related_or_irrelevant	my prayers with all in nepal  _sep_exp_token_ does not leave too many casualties  _sep_exp_token_ prayers w nepal
#NepalEarthquake #Disaster #charity guardian: Nepal earthquake: governments scramble to locate missing citizens http://t.co/BpNHMk0jcO	affected_people_and_evacuations	affected_people_and_evacuations	governments scramble to locate missing citizens
"RT @RT_com: #NEPAL: People rushing to hospitals, locals say many trapped in rubble http://t.co/E6wZrronVg (pic via @kashishds) http://t.co/…"	affected_people_and_evacuations	affected_people_and_evacuations	many trapped in rubble 
RT @oxfamgb: A powerful earthquake has hit Nepal. Oxfam is there. We urgently need your help to provide clean water &amp; sanitation. https://t…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	we urgently need your help to provide clean water & sanitation
RT @swaroopvaidya78: MOS Kirren Rijiju says Prime Minister is Personally Monitoring from d Top on #Nepal Relief Operations &amp; taking Min2Min…	not_related_or_irrelevant	not_related_or_irrelevant	mos kirren rijiju says prime minister is personally monitoring from d top on #nepal relief operations & taking min 2min
Why Nepal gets such big earthquakes (+video) - Christian Science Monitor: Christian Science MonitorWhy Nepal g... http://t.co/R0UPsQxM21	not_related_or_irrelevant	not_related_or_irrelevant	why nepal gets such big earthquakes ( + video ) - christian science monitor : christian science monitorwhy nepal g ...
"#InTheNews: PH condoles with Nepal; gov’t, PRC to send aid: MANILA, Philippines–The Phili... http://t.co/s9YW7gU72V #Manila #Philippines"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	govt , prc to send aid 
"RT @soniamehra3841: #MSGHelpEarthquakeVictims More than 100 people r knwn to hv died in a\npowerful earthquake dat struck Nepal, wrecking ma…"	injured_or_dead_people	injured_or_dead_people	more than 100 people r knwn to hv died 
RT @IDFSpokesperson: Our team has landed in #Nepal &amp; is assessing damage. We are determined to assist people affected by the #NepalQuake. h…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	our team has landed in #nepal & is assessing damage  _sep_exp_token_ we are determined to assist people affected 
RT @ICTJA_CSIC: Magnitude 7.5 earthquake in Nepal as seen from Barcelona http://t.co/n2132J6qXT via  @JDiazCusi	other_useful_information	other_useful_information	magnitude 7.5 earthquake in nepal 
Nepal earthquake: Live Report http://t.co/lldRrV1PSG via @YahooNews	other_useful_information	other_useful_information	nepal earthquake : live report
"RT @suzannam1: So many lives,so much heritage n infrastructure destroyed.Can't imagine.Hope Nepal gets over dis grave devastation n loss #N…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	so much heritage n infrastructure destroyed.can 
"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…"	affected_people_and_evacuations	affected_people_and_evacuations	children after nepal earthquake scared 
"Staff at Kathmandu Airport working hard to keep the airport open for relief flights, despite constant aftershocks #flyinghelp #NepalQuake"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	staff at kathmandu airport working hard to keep the airport open for relief flights 
"RT BJPRajnathSingh: NDRF has rescued 11 individuals, recovered 67 dead bodies and evacuated more than 1000 people in Nepal. #ThankYouPM #BJP"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	ndrf has rescued 11 individuals 
RT @bhimupadhyaya: Japan has pledged to donate $800M to Nepal's reconstruction relief http://t.co/xx8mnTlx8c	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	japan has pledged to donate $ 800m to nepal 's reconstruction relief
"RT @the_hindu: 1,500 bodies recovered; an equal number said to be injured. #NepalEarthquake  http://t.co/ZyNOoHm1vW http://t.co/pw3EtnANtn"	injured_or_dead_people	injured_or_dead_people	1,500 bodies recovered ; an equal number said to be injured 
"Extent of the Damage From the Nepal Earthquake http://t.co/v9pdOIXkN1, see more http://t.co/QU7ropy21o"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	extent of the damage 
RT @GURUGGANG: List of Urgent relief material required. Plz Help #NepalEarthquake #NepalQuakeRelief http://t.co/yJnS4ZKZBy	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	list of urgent relief material required 
"RT @cnnbrk: The Nepal earthquake was centered less than 50 miles northwest of Kathmandu, Nepal. http://t.co/w3DV9S1oqD http://t.co/N0N0iZnC…"	other_useful_information	other_useful_information	the nepal earthquake was centered less than 50 miles northwest of kathmandu , nepal 
RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	huge destruction 
"RT @savechildrenuk: ""We know that children have been the most affected by this disaster."" - Roger Hodgson, part of our #Nepal team. https:/…"	affected_people_and_evacuations	affected_people_and_evacuations	children have been the most affected 
RT @raunakms: Tremors are decreasing ... #NepalQuake http://t.co/yDvaejcaYL	other_useful_information	other_useful_information	tremors are decreasing 
UAV technology is helping the search &amp; rescue mission #NepalEarthquake http://t.co/RKNKS3PIc6 #drone #UAV #tech #rescue #NepalQuakeRelief	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	uav technology is helping the search & rescue mission 
"RT @nytimes: An earthquake with an estimated magnitude of 7.9 shook Nepal on Saturday near its capital, Katmandu http://t.co/n9euzNAeOk"	other_useful_information	other_useful_information	an earthquake with an estimated magnitude of 7.9 shook nepal 
"Buried for 5 days and still alive - Five days after a massive earthquake decimated large swaths of Nepal, flatteni... http://t.co/4Tbmif1363"	affected_people_and_evacuations	affected_people_and_evacuations	buried for 5 days and still alive 
RT @UNICEF: We've just launched a $50m appeal to get more lifesaving aid to children &amp; families affected by #NepalEarthquake: http://t.co/f…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	we 've just launched a $ 50m appeal to get more lifesaving aid to children & families affected 
"RT @WSJ: Watch aerial footage from the Gorkha district, the epicenter of the Nepal earthquake: http://t.co/tUo9f6LpPx"	other_useful_information	other_useful_information	watch aerial footage from the gorkha district , the epicenter of the nepal earthquake 
Could see damage to buildings as we landed at Kathmandu airport. There were groups of people gathered in open... http://t.co/8gTvIfBmWE	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage to buildings 
RT @cnnbrk: Nepal quake death toll almost at 800 now. Witnesses say people are confused and scared. http://t.co/TKBlea28QD http://t.co/AoSi…	injured_or_dead_people	injured_or_dead_people	death toll almost at 800 now 
http://t.co/esQZmNtxKr An avalanche triggered by Nepal’s destructive earthquake slammed into a section of Mount Everest mountaineering base	other_useful_information	other_useful_information	an avalanche triggered by nepals destructive earthquake 
"RT @RidlrDel: Donate For Nepal and India: SEED,an NGO, providing humanitarian assistance to Earthquake victims. More@ -:http://t.co/8L0zwuB…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	: seed , an ngo , providing humanitarian assistance to earthquake victims 
"Is domestic terminal of TIA airport, Nepal functional? Flights to Bhadrapur, Jhapa for eg. @KanakManiDixit"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	is domestic terminal of tia airport , nepal functional 
Britain sends Gurkha soldiers for Nepal quake aid | https://t.co/hEYvNVFqVe	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	britain sends gurkha soldiers for nepal quake aid
"Fresh 6.7 Magnitude Earthquake Hits Nepal, Tremors Across North India \n\nFresh tremors were felt today across... http://t.co/1NMtnnLihh"	other_useful_information	other_useful_information	fresh 6.7 magnitude earthquake hits nepal , tremors across north india fresh tremors were felt today 
RT @YahooNews: Miracle rescue sees baby pulled safely from quake rubble in Nepal http://t.co/jH7YPDcmci By @CEDickson http://t.co/xsdd0717nF	affected_people_and_evacuations	affected_people_and_evacuations	baby pulled safely from quake rubble 
RT @ou_natasha: Thoughts &amp; prayers with Nepal &amp; the Nepali people. #NepalEarthquake #StayStrong #PrayForNepal http://t.co/ESvt02sKzA	not_related_or_irrelevant	not_related_or_irrelevant	thoughts & prayers with nepal & the nepali people 
RT @DeshGujarat: Gujaratis evacuated from Nepal are given transit stay at Gujarat Bhavan in Delhi.They thank the GoI for care(pic:Tv9) http…	affected_people_and_evacuations	affected_people_and_evacuations	gujaratis evacuated 
Report states Nepal international airport was damaged due to the earthquake that resulted in postponed flights of Bahrainis returning home.	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	nepal international airport was damaged 
RT @thetribunechd: #NepalEarthquake Earthquake: An 11-year-old girl dies after a roof-collapse in Nadbai (Rajasthan)	injured_or_dead_people	injured_or_dead_people	an 11 - year-old girl dies 
#Nepal families cremating the bodies of their family members in the fields  Photo: Niranjan Shrestha - @AP http://t.co/BLwQjhIiCK	injured_or_dead_people	injured_or_dead_people	cremating the bodies of their family members 
4/25/2015 -- 7.8 magnitude earthquake in Nepal (India / China) -- Earthquake unrest obvious http://t.co/3oUAqPKuN3	other_useful_information	other_useful_information	7.8 magnitude earthquake in nepal 
RT @boredpanda: 4-Month-Old Baby Trapped For 22 Hours In Nepal Earthquake Rubble Finally Rescued (7 pics): http://t.co/D7cjVyViuY http://t.…	affected_people_and_evacuations	affected_people_and_evacuations	4 - month-old baby trapped 
"Strong aftershock hits Nepal and India, day after quake kills 2,100 http://t.co/ouxmy8Gm7r"	other_useful_information	other_useful_information	strong aftershock hits nepal and india  _sep_exp_token_ kills 2,100
The #NepalEarthQuake has taken the lives of more that 688 people #RIP	injured_or_dead_people	injured_or_dead_people	taken the lives of more that 688 people
RT @drshn_: Aid groups knew a #Nepalearthquake would be a disaster.But couldn’t raise enough money to help http://t.co/d8rEvFfO5V http://t.…	not_related_or_irrelevant	not_related_or_irrelevant	aid groups knew a #nepalearthquake would be a disaster.but couldnt raise enough money to help .
Let's be strong to rebuild Our Identity  ourselves again. #PrayForNepal  #NepalEarthquake http://t.co/Trn0K1UrYn	not_related_or_irrelevant	not_related_or_irrelevant	let 's be strong to rebuild our identity ourselves again . #prayfornepal #nepalearthquake
Help collect information on the Nepal Earthquake  http://t.co/gjVIlX1s2f #culturalheritage #culturalsites	not_related_or_irrelevant	not_related_or_irrelevant	help collect information on the nepal earthquake #culturalheritage #culturalsites
RT @denish_007: Prayers for the wellbeing of people in Nepal. And other earthquake affected areas #MSGHelpEarthquakeVictims	not_related_or_irrelevant	not_related_or_irrelevant	prayers for the wellbeing of people 
RT @channelislam: Breathtaking pictures of #NepalEarthquake devastation courtesy @Alimdaad http://t.co/R0A1pQDYlJ	other_useful_information	other_useful_information	breathtaking pictures of #nepalearthquake devastation
#nepalquake Many people in Dhunche.Haven't see any helicopter since Sunday in the morning. Please inform that we are here.	affected_people_and_evacuations	affected_people_and_evacuations	many people in dhunche.haven 
"RT @Ajit_Doval: {ॐ} Exhausted With Political Paralysis :: Feelings Of People In #Nepal , Could Turn Explosive :: If Rescue &amp; Relief Efforts…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : { } exhausted with political paralysis :: feelings of people in #nepal , could turn explosive :: if rescue & relief efforts "
I've been reading about the people in Nepal. It's very sad.	not_related_or_irrelevant	not_related_or_irrelevant	i 've been reading about the people in nepal . it 's very sad .
"RT @I_N_F_O_W_A_R_S: 4_26_15  NEPAL’S HOSPITALS SWAMPED AS QUAKE TOLL PASSES 2,400 THOUSANDS INJURED  #Reuters  http://t.co/EHi7ZPLcYR http…"	injured_or_dead_people	injured_or_dead_people	toll passes 2,400 thousands injured 
Some one sud volunteer to rebuild those temples destroyed in Kathmandu Darbar Square and Patan  https://t.co/F44UDAtSxZ	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	rebuild those temples destroyed 
"State helplines for Nepal Earthquake WB:1070, Gujarat: 079 23251900/ 079 23251902/ 14, Maharashtra: 011- 23380326, 022-22027990"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	state helplines 
"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts http://t.co/l3rPJkaLrj"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	t-mobile makes calling & texting nepal free , waives bills to aid earthquake relief efforts
RT @PoulterWill: Thoughts with the victims and all those affected by the earthquake in Nepal. Tragic news.	not_related_or_irrelevant	not_related_or_irrelevant	thoughts with the victims and all those affected 
RT @guplia: Thai medical students haven't reported back from Nepal. If anyone knows any updates about them please contact me. Thx http://t.…	affected_people_and_evacuations	affected_people_and_evacuations	thai medical students have n't reported back 
BABYMETAL FAN CLUB helping those affected by the Nepal earthquake. All profit from each t-shirt purchased at the... http://t.co/bYorJp53vj	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	babymetal fan club helping those affected 
"RT @ShujaRabbani: Top Google executive killed in Nepal quake, 100s of foreign tourists missing — RT News http://t.co/wHZYthGZI3 #Nepalquake…"	injured_or_dead_people	injured_or_dead_people	top google executive killed 
"I know people climbing Everest, luckily all safe, but thoughts go to those who have been effected by Nepal earthquake &amp; Everest avalanche"	affected_people_and_evacuations	affected_people_and_evacuations	people climbing everest , luckily all safe 
"@Sampada_KC Hi Sampada, check the link following regarding this&gt; http://t.co/075h6Rq5yV. (1 of 1)"	not_related_or_irrelevant	not_related_or_irrelevant	" hi sampada , check the link following regarding this > . ( 1 of 1 ) "
"RT @SciencePorn: 7.8 Earthquake hits Nepal, Over 1,400 deaths so far. State of emergency have been declared. #RIP #PrayForNepal"	injured_or_dead_people	injured_or_dead_people	over 1,400 deaths so far 
RT @KristinaFunkova: Pls help to find my sis and her husbad @caitrionambalfe @SamHeughan  #NepalEarthquake #langtang http://t.co/8iA8nttU6w	affected_people_and_evacuations	affected_people_and_evacuations	pls help to find my sis and her husbad 
RT @mascud_r: Let's pray for minimum life loss in  #NepalEarthquake .	not_related_or_irrelevant	not_related_or_irrelevant	let 's pray for minimum life loss in #nepalearthquake .
"RT @AP: BREAKING: Nepal police official says at least 1,910 have died, including 721 in Kathmandu, in the quake"	injured_or_dead_people	injured_or_dead_people	at least 1,910 have died , including 721 in kathmandu , 
RT @khaddon: Heart-stopping shots of people being pulled from #Nepal earthquake rubble: http://t.co/yhHB8lnqhg http://t.co/2H1TYwcGOY	affected_people_and_evacuations	affected_people_and_evacuations	of people being pulled from #nepal earthquake rubble
RT @rapplerdotcom: JUST IN: Quake aftershock of 6.7 magnitude hits Nepal http://t.co/8zrzhZFChE	other_useful_information	other_useful_information	quake aftershock of 6.7 magnitude hits nepal
RT @AmbPeterBodde: 2 U.S. Military Special Forces teams are providing urgent logistical and medical assistance at Ratna Park #NepalQuake #W…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	2 u . s . military special forces teams are providing urgent logistical and medical assistance 
RT @ABC: Significant damage in Nepal after major 7.9 magnitude earthquake strikes: http://t.co/yXKpIsBixf http://t.co/qag33cGfmG	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	significant damage 
ISBPL: #NEWS Asian countries search for citizens stranded in Nepal earthquake: Japan's foreign ministry said i... http://t.co/DlsbG44mW1	affected_people_and_evacuations	affected_people_and_evacuations	asian countries search for citizens stranded 
Apple opened its first showroom in kathmandu nepal last march 2014 http://t.co/2xd125pqt3 #business #startups	not_related_or_irrelevant	not_related_or_irrelevant	apple opened its first showroom in kathmandu nepal last march 2014 #business #startups
"RT @TheHindu: The #NepalEarthquake has triggered aftershocks Kolkata, North India and landslides in Sikkim http://t.co/nT4AhD0JIk http://t.…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	triggered aftershocks kolkata , north india and landslides in sikkim 
#NepalEarthquake: Thoughts and prayers pour in http://t.co/uk1QVfTKP5	not_related_or_irrelevant	not_related_or_irrelevant	thoughts and prayers pour in
People from Karnataka stranded in Nepal returning in batches http://t.co/ZyhaaJp1JR @IndianExpress http://t.co/AIOO0AuUa6	affected_people_and_evacuations	affected_people_and_evacuations	people from karnataka stranded in nepal returning in batches
RT @AjitBaral: Pokhara should take heed from Kathmandu and rethink its urbanization drive	not_related_or_irrelevant	not_related_or_irrelevant	pokhara should take heed from kathmandu and rethink its urbanization drive
"Nepal earthquake collapses\nbuildings in Kathmandu and\nnorthern India killing more than\n2,200\n\nSearch for... http://t.co/KK1wUZIdfg"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	collapses buildings 
"RT @UNICEF: After devastating #NepalEarthquake, nearly 1m children are in need of urgent assistance. Support our response here: http://t.co…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	nearly 1m children are in need of urgent assistance 
RT @BBCRoryCJ: Vodafone prepares to launch emergency   ‘network in a backpack’ in Nepal - 11kg mobile network which can be set up in just 1…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	vodafone prepares to launch emergency network in a backpack in nepal 
"Full Video : Nepal Earthquake April 25th, 2015 | India Earthquake 25th April 2015 | Bihar, Delhi: http://t.co/NHQ35pbIJ8 via @YouTube"	other_useful_information	other_useful_information	full video : nepal earthquake april 25th , 2015 
RT @ANCALERTS: Chinese International Search &amp; Rescue Team &amp; their rescue dogs off to help in quake-hit Nepal. (Photo via Reuters) http://t.…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	chinese international search & rescue team & their rescue dogs off to help in quake-hit nepal 
RT @ewnreporter: #Nepal Gift of the Givers team packing. The first team will leave just before 2pm tomorrow.  ML http://t.co/0ZJV0ogze5	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#nepal gift of the givers team packing 
RT @MSF_uk: Our emergency teams &amp; supplies are on the way to help ppl caught in #NepalEarthquake.  https://t.co/BNClG1Vi5s	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	our emergency teams & supplies are on the way to help ppl 
#NepalEarthquake  damage is massive. International community has a decisive role to play. #SwarajAbhiyan #kathmandu	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage is massive 
Over 750 dead in worst Nepal earthquake in 80 years; 34 die in India #NepalEarthquake #earthquake	injured_or_dead_people	injured_or_dead_people	over 750 dead  _sep_exp_token_ 34 die 
"RT @AARP: Join us in rushing aid to victims of the #NepalEarthquake - Your gift will be matched up to $225,000 https://t.co/yqJbQuypgI"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	join us in rushing aid to victims 
RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage of 7.9 magnitude #earthquake 
"Nepal earthquake: Centuries-old temples, towers collapsed in Kathmandu https://t.co/F7xVKwHrmT via @YouTube"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	centuries-old temples , towers collapsed 
"RT @oxfamgb: RT @Mark_Goldring1: Awful sight. Kathmandu's Darbar Square, before and after today's earthquake. RT @rkarnad http://t.co/Y5Qqu…"	other_useful_information	other_useful_information	kathmandu 's darbar square , before and after today 's earthquake 
Live: Rescue operations hit after fresh 6.7 magnitude tremors jolt Nepal \nhttp://t.co/0Wiay4RXWi via @timesofindia	other_useful_information	other_useful_information	fresh 6.7 magnitude tremors jolt nepal
"Prayers for those lost and their families-More than 2,200 confirmed dead in Nepal earthquake: http://t.co/Cv39E8hnau via @AOL"	injured_or_dead_people	injured_or_dead_people	families-more than 2,200 confirmed dead 
.@WorldYMCA reports #Nepal YMCA NGS &amp; family safe; some damage to bldg housing #YMCA school &amp; orphanage in Kathmandu	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	some damage to bldg housing #ymca school & orphanage 
"RT @AC360: .@drsanjaygupta doesn’t just report on overwhelmed #Nepal hospital, he treats survivors: http://t.co/k0d9m5htkQ http://t.co/06Lf…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	on overwhelmed #nepal hospital , he treats survivors 
"RT @NatGeoMag: Nepal's 8 key historic sites: What's rubble, what's still standing in wake of devastating earthquake http://t.co/8emNIXkKDY"	other_useful_information	other_useful_information	nepal 's 8 key historic sites : what 's rubble , what 's still standing in wake of devastating earthquake
RT @nytimesworld: A survivor is pulled out from rubble after the devastating earthquake hit Nepal. http://t.co/WHSaUV3QZU http://t.co/Xpukb…	affected_people_and_evacuations	affected_people_and_evacuations	a survivor is pulled out from rubble 
"RT @tajinderbagga: India sent 4 Ton relief material, Team of doctors, NDRF, JCBs, food, water, medicines to Nepal."	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	india sent 4 ton relief material , team of doctors , ndrf , jcbs , food , water , medicines to nepal 
Dot Earth Blog: Long-Predicted Death Toll in Nepal Earthquake Reflects Wider Himalayan Seismic Risk http://t.co/bhBJM8iOrS	injured_or_dead_people	injured_or_dead_people	long-predicted death toll 
